Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Spring Rolls,"Eggs, Soy","Eggs, Soy",High Risk,"⚠️ High Risk: Contains Eggs, Soy. Avoid if allergic!","Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Fried Wontons,"Soy, Wheat, Peanuts","Soy, Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Wheat, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Veg Hakka Noodles,"Tree Nuts, Soy, Shellfish","Tree Nuts, Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Chicken Biryani,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Pav Bhaji,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Rajma Chawal,"Soy, Tree Nuts","Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Chilli Paneer,"Shellfish, Peanuts","Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Masala Dosa,"Milk, Gluten","Milk, Gluten",High Risk,"⚠️ High Risk: Contains Milk, Gluten. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Peking Duck,"Shellfish, Tree Nuts, Peanuts","Shellfish, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Fried Wontons,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Mapo Tofu,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Schezwan Fried Rice,"Tree Nuts, Soy, Shellfish","Tree Nuts, Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Chicken Biryani,"Shellfish, Eggs, Soy","Shellfish, Eggs, Soy",High Risk,"⚠️ High Risk: Contains Shellfish, Eggs, Soy. Avoid if allergic!","Mushrooms, Tofu, Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Rajma Chawal,"Wheat, Tree Nuts","Wheat, Tree Nuts",High Risk,"⚠️ High Risk: Contains Wheat, Tree Nuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin)"
Peanut Chikki,"Gluten, Eggs","Gluten, Eggs",High Risk,"⚠️ High Risk: Contains Gluten, Eggs. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds"
Rajma Chawal,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Dhokla,"Milk, Wheat","Milk, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Manchow Soup,"Gluten, Soy","Gluten, Soy",High Risk,"⚠️ High Risk: Contains Gluten, Soy. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Veg Hakka Noodles,"Soy, Eggs","Soy, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Rasgulla,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Tandoori Chicken,"Wheat, Gluten","Wheat, Gluten",High Risk,"⚠️ High Risk: Contains Wheat, Gluten. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper"
Sichuan Hot Pot,"Wheat, Milk","Wheat, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Spring Rolls,"Soy, Eggs","Soy, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Aloo Paratha,"Peanuts, Soy","Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Palak Paneer,"Shellfish, Soy, Wheat","Shellfish, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Soy, Wheat. Avoid if allergic!","Mushrooms, Tofu, Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Idli Sambar,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Peking Duck,"Gluten, Eggs","Gluten, Eggs",High Risk,"⚠️ High Risk: Contains Gluten, Eggs. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds"
Dhokla,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Mapo Tofu,"Soy, Shellfish","Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Soy, Shellfish. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Chilli Paneer,"Milk, Eggs","Milk, Eggs",High Risk,"⚠️ High Risk: Contains Milk, Eggs. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds"
Butter Naan,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Dal Tadka,"Peanuts, Wheat, Milk","Peanuts, Wheat, Milk",High Risk,"⚠️ High Risk: Contains Peanuts, Wheat, Milk. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Manchow Soup,"Eggs, Gluten","Eggs, Gluten",High Risk,"⚠️ High Risk: Contains Eggs, Gluten. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper"
Fish Curry,"Shellfish, Eggs","Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Shellfish, Eggs. Avoid if allergic!","Mushrooms, Tofu, Chia Seeds, Flaxseeds"
Dal Tadka,"Milk, Gluten, Soy","Milk, Gluten, Soy",High Risk,"⚠️ High Risk: Contains Milk, Gluten, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Peanut Chikki,"Tree Nuts, Soy, Shellfish","Tree Nuts, Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Malai Kofta,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Eggs, Milk","Eggs, Milk",High Risk,"⚠️ High Risk: Contains Eggs, Milk. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk"
Dal Tadka,"Wheat, Gluten, Soy","Wheat, Gluten, Soy",High Risk,"⚠️ High Risk: Contains Wheat, Gluten, Soy. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Schezwan Fried Rice,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Butter Naan,"Eggs, Wheat","Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Peking Duck,"Shellfish, Tree Nuts","Shellfish, Tree Nuts",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin)"
Schezwan Fried Rice,"Gluten, Shellfish","Gluten, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu"
Idli Sambar,"Shellfish, Eggs, Wheat","Shellfish, Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Eggs, Wheat. Avoid if allergic!","Mushrooms, Tofu, Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Paneer Tikka,"Milk, Peanuts, Tree Nuts","Milk, Peanuts, Tree Nuts",High Risk,"⚠️ High Risk: Contains Milk, Peanuts, Tree Nuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter, Seeds (Sunflower, Pumpkin)"
Sichuan Hot Pot,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Manchow Soup,"Eggs, Gluten","Eggs, Gluten",High Risk,"⚠️ High Risk: Contains Eggs, Gluten. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper"
Dal Tadka,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Chicken Biryani,"Peanuts, Shellfish, Eggs","Peanuts, Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Shellfish, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Mushrooms, Tofu, Chia Seeds, Flaxseeds"
Mapo Tofu,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Dal Tadka,"Tree Nuts, Soy","Tree Nuts, Soy",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce"
Pav Bhaji,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Mapo Tofu,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Dal Tadka,"Tree Nuts, Shellfish","Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Palak Paneer,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Spring Rolls,"Peanuts, Soy","Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Peking Duck,"Shellfish, Soy, Peanuts","Shellfish, Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Soy, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Kung Pao Chicken,"Milk, Eggs, Soy","Milk, Eggs, Soy",High Risk,"⚠️ High Risk: Contains Milk, Eggs, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Chicken 65,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Rajma Chawal,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Idli Sambar,"Milk, Peanuts, Eggs","Milk, Peanuts, Eggs",High Risk,"⚠️ High Risk: Contains Milk, Peanuts, Eggs. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds"
Schezwan Fried Rice,"Gluten, Shellfish, Peanuts","Gluten, Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Idli Sambar,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Veg Hakka Noodles,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Idli Sambar,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Malai Kofta,"Gluten, Tree Nuts, Shellfish","Gluten, Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Tree Nuts, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Idli Sambar,"Peanuts, Milk, Wheat","Peanuts, Milk, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Milk, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Chicken 65,"Gluten, Peanuts, Wheat","Gluten, Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts, Wheat. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Gobi Manchurian,"Tree Nuts, Soy, Shellfish","Tree Nuts, Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Manchow Soup,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Dal Tadka,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Palak Paneer,"Eggs, Tree Nuts, Wheat","Eggs, Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Chow Mein,"Tree Nuts, Milk, Gluten","Tree Nuts, Milk, Gluten",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk, Gluten. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Kung Pao Chicken,"Gluten, Milk","Gluten, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Almond Milk, Cashew Cream, Soy Milk"
Paneer Tikka,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Schezwan Fried Rice,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Mapo Tofu,"Wheat, Eggs","Wheat, Eggs",High Risk,"⚠️ High Risk: Contains Wheat, Eggs. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Chia Seeds, Flaxseeds"
Chow Mein,"Shellfish, Tree Nuts, Soy","Shellfish, Tree Nuts, Soy",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Soy. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce"
Schezwan Fried Rice,"Eggs, Tree Nuts, Shellfish","Eggs, Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts, Shellfish. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Shrimp Fried Rice,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Fish Curry,"Eggs, Tree Nuts","Eggs, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin)"
Chilli Paneer,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Dal Tadka,"Soy, Shellfish, Eggs","Soy, Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Shellfish, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Mushrooms, Tofu, Chia Seeds, Flaxseeds"
Aloo Paratha,"Shellfish, Soy","Shellfish, Soy",High Risk,"⚠️ High Risk: Contains Shellfish, Soy. Avoid if allergic!","Mushrooms, Tofu, Coconut Aminos, Tamari Sauce"
Chicken Biryani,"Shellfish, Gluten","Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Kung Pao Chicken,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Shrimp Fried Rice,"Peanuts, Gluten, Milk","Peanuts, Gluten, Milk",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten, Milk. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper, Almond Milk, Cashew Cream, Soy Milk"
Schezwan Fried Rice,"Wheat, Milk, Shellfish","Wheat, Milk, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Milk, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk, Mushrooms, Tofu"
Malai Kofta,"Shellfish, Wheat, Milk","Shellfish, Wheat, Milk",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat, Milk. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Chicken Biryani,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Sichuan Hot Pot,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Kung Pao Chicken,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Kung Pao Chicken,"Gluten, Shellfish, Milk","Gluten, Shellfish, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk"
Schezwan Fried Rice,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Malai Kofta,"Peanuts, Milk","Peanuts, Milk",High Risk,"⚠️ High Risk: Contains Peanuts, Milk. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk"
Fried Wontons,"Gluten, Soy","Gluten, Soy",High Risk,"⚠️ High Risk: Contains Gluten, Soy. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Veg Hakka Noodles,"Shellfish, Gluten","Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Rajma Chawal,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Fish Curry,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Paneer Tikka,"Eggs, Shellfish","Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Eggs, Shellfish. Avoid if allergic!","Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Gobi Manchurian,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Malai Kofta,"Shellfish, Gluten","Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Dhokla,"Wheat, Tree Nuts, Shellfish","Wheat, Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Tree Nuts, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Dhokla,"Gluten, Wheat, Shellfish","Gluten, Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Wheat, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Momos,"Soy, Wheat","Soy, Wheat",High Risk,"⚠️ High Risk: Contains Soy, Wheat. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Schezwan Fried Rice,"Shellfish, Wheat, Soy","Shellfish, Wheat, Soy",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat, Soy. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce"
Veg Hakka Noodles,"Soy, Shellfish, Peanuts","Soy, Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Shellfish, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Aloo Paratha,"Shellfish, Peanuts, Gluten","Shellfish, Peanuts, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts, Gluten. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper"
Momos,"Peanuts, Eggs","Peanuts, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds"
Masala Dosa,"Eggs, Wheat","Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Sichuan Hot Pot,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Gobi Manchurian,"Eggs, Tree Nuts","Eggs, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin)"
Chow Mein,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Fried Wontons,"Shellfish, Wheat","Shellfish, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Tree Nuts, Soy, Wheat","Tree Nuts, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Chicken Biryani,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Paneer Tikka,"Wheat, Tree Nuts","Wheat, Tree Nuts",High Risk,"⚠️ High Risk: Contains Wheat, Tree Nuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin)"
Masala Dosa,"Wheat, Gluten","Wheat, Gluten",High Risk,"⚠️ High Risk: Contains Wheat, Gluten. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper"
Dhokla,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Kung Pao Chicken,"Tree Nuts, Milk","Tree Nuts, Milk",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk"
Fish Curry,"Wheat, Shellfish","Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Momos,"Shellfish, Tree Nuts, Peanuts","Shellfish, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Momos,"Soy, Eggs","Soy, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Pav Bhaji,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Paneer Tikka,"Milk, Gluten, Soy","Milk, Gluten, Soy",High Risk,"⚠️ High Risk: Contains Milk, Gluten, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Rasgulla,"Peanuts, Gluten, Shellfish","Peanuts, Gluten, Shellfish",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten, Shellfish. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu"
Palak Paneer,"Shellfish, Milk, Wheat","Shellfish, Milk, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Milk, Wheat. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Masala Dosa,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Dal Tadka,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Kung Pao Chicken,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Malai Kofta,"Peanuts, Gluten, Wheat","Peanuts, Gluten, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour"
